"349190600","BIELSKO-BIA£A","2022","05","01",.0,"8",2.1,"",12.1,"",7.8,"",56.6,"",972.8,"",1020.5,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","05","02",.0,"8",2.1,"",13.1,"",8.1,"",56.6,"",970.2,"",1017.6,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","05","03",.0,"8",1.9,"",13.0,"",9.0,"",62.9,"",968.4,"",1015.7,"",.4,"",.0,""
"349190600","BIELSKO-BIA£A","2022","05","04",.0,"8",2.0,"",13.1,"",9.2,"",64.6,"",970.5,"",1017.9,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","05","05",.0,"8",2.3,"",14.2,"",10.9,"",68.9,"",972.5,"",1019.9,"",7.2,"",4.1,""
"349190600","BIELSKO-BIA£A","2022","05","06",.0,"8",1.3,"",13.0,"",13.1,"",87.6,"",975.5,"",1023.3,"",.8,"",.0,""
"349190600","BIELSKO-BIA£A","2022","05","07",.0,"8",.9,"",12.7,"",12.2,"",83.9,"",975.4,"",1023.1,"",1.5,"",.4,""
"349190600","BIELSKO-BIA£A","2022","05","08",.0,"8",1.5,"",13.9,"",12.8,"",81.1,"",975.8,"",1023.4,"",1.8,"",.0,""
"349190600","BIELSKO-BIA£A","2022","05","09",.0,"8",2.3,"",14.5,"",10.1,"",63.5,"",978.4,"",1026.0,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","05","10",.0,"8",2.4,"",13.9,"",8.8,"",58.5,"",975.0,"",1022.5,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","05","11",.0,"8",4.4,"",18.9,"",10.2,"",48.1,"",969.8,"",1016.3,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","05","12",.0,"8",5.6,"",21.2,"",11.2,"",45.3,"",968.6,"",1014.7,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","05","13",.0,"8",3.1,"",16.5,"",11.6,"",62.0,"",969.9,"",1016.7,"",.5,"",.0,""
"349190600","BIELSKO-BIA£A","2022","05","14",.0,"8",2.5,"",15.0,"",9.6,"",57.6,"",972.3,"",1019.5,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","05","15",.0,"8",1.9,"",14.2,"",9.3,"",59.4,"",973.4,"",1020.8,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","05","16",.0,"8",1.6,"",14.6,"",8.4,"",54.9,"",972.6,"",1019.9,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","05","17",.0,"8",1.4,"",13.7,"",11.6,"",73.3,"",971.4,"",1018.8,"",.9,"",.0,""
"349190600","BIELSKO-BIA£A","2022","05","18",.0,"8",2.8,"",11.4,"",5.7,"",45.1,"",979.7,"",1027.9,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","05","19",.0,"8",3.4,"",15.8,"",7.0,"",41.9,"",978.6,"",1026.0,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","05","20",.0,"8",4.5,"",21.7,"",11.1,"",41.6,"",972.9,"",1019.1,"",.0,"",1.2,""
"349190600","BIELSKO-BIA£A","2022","05","21",.0,"8",5.3,"",18.1,"",11.9,"",57.3,"",968.2,"",1014.7,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","05","22",.0,"8",3.8,"",13.1,"",9.0,"",60.6,"",968.2,"",1015.5,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","05","23",.0,"8",2.8,"",13.2,"",8.8,"",60.6,"",965.6,"",1012.8,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","05","24",.0,"8",2.5,"",15.7,"",12.4,"",69.0,"",963.0,"",1009.7,"",.5,"",1.0,""
"349190600","BIELSKO-BIA£A","2022","05","25",.0,"8",1.9,"",13.0,"",13.8,"",91.8,"",968.2,"",1015.5,"",6.1,"",.1,""
"349190600","BIELSKO-BIA£A","2022","05","26",.0,"8",5.4,"",15.4,"",10.4,"",62.1,"",972.2,"",1019.4,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","05","27",.0,"8",5.9,"",15.2,"",10.7,"",64.3,"",969.2,"",1016.3,"",9.8,"",.1,""
"349190600","BIELSKO-BIA£A","2022","05","28",.0,"8",3.8,"",11.3,"",8.5,"",65.0,"",967.3,"",1014.8,"",.4,"",.0,""
"349190600","BIELSKO-BIA£A","2022","05","29",.0,"8",2.1,"",10.5,"",8.1,"",66.8,"",965.7,"",1013.4,"",.4,"",6.7,""
"349190600","BIELSKO-BIA£A","2022","05","30",.0,"8",2.1,"",11.6,"",10.0,"",75.0,"",965.3,"",1012.7,"",.0,"",.0,""
"349190600","BIELSKO-BIA£A","2022","05","31",.0,"8",2.8,"",14.2,"",9.5,"",62.5,"",968.7,"",1015.9,"",.0,"",.0,""
"349190625","ZAKOPANE","2022","05","01",.0,"8",.8,"",9.2,"",7.1,"",63.1,"",921.5,"",.0,"8",.0,"",.0,""
"349190625","ZAKOPANE","2022","05","02",.0,"8",1.3,"",9.7,"",7.2,"",61.8,"",919.2,"",.0,"8",.0,"",.0,""
"349190625","ZAKOPANE","2022","05","03",.0,"8",1.5,"",9.6,"",7.8,"",67.4,"",917.5,"",.0,"8",.1,"",.1,""
"349190625","ZAKOPANE","2022","05","04",.0,"8",1.3,"",9.8,"",8.5,"",72.3,"",919.5,"",.0,"8",.0,"",.0,""
"349190625","ZAKOPANE","2022","05","05",.0,"8",.9,"",9.9,"",9.9,"",81.6,"",922.0,"",.0,"8",21.6,"",.0,""
"349190625","ZAKOPANE","2022","05","06",.0,"8",.8,"",9.1,"",10.0,"",86.8,"",924.1,"",.0,"8",8.0,"",.8,""
"349190625","ZAKOPANE","2022","05","07",.0,"8",.9,"",9.8,"",10.6,"",87.8,"",923.7,"",.0,"8",8.1,"",.3,""
"349190625","ZAKOPANE","2022","05","08",.0,"8",1.1,"",9.9,"",10.7,"",88.3,"",924.5,"",.0,"8",8.3,"",.0,""
"349190625","ZAKOPANE","2022","05","09",.0,"8",1.3,"",10.5,"",9.8,"",78.5,"",926.6,"",.0,"8",.0,"",.0,""
