"249180010","PSZCZYNA","2021","06","01",11.0,"",.0,"8",.0,"8",5.0,""
"249180010","PSZCZYNA","2021","06","02",13.8,"",.0,"8",.0,"8",.7,""
"249180010","PSZCZYNA","2021","06","03",15.0,"",.0,"8",.0,"8",.7,""
"249180010","PSZCZYNA","2021","06","04",16.9,"",.0,"8",.0,"8",.7,""
"249180010","PSZCZYNA","2021","06","05",17.0,"",.0,"8",.0,"8",6.0,""
"249180010","PSZCZYNA","2021","06","06",18.0,"",.0,"8",.0,"8",2.0,""
"249180010","PSZCZYNA","2021","06","07",19.3,"",.0,"8",.0,"8",2.0,""
"249180010","PSZCZYNA","2021","06","08",19.8,"",.0,"8",.0,"8",1.7,""
"249180010","PSZCZYNA","2021","06","09",19.6,"",.0,"8",.0,"8",2.7,""
"249180010","PSZCZYNA","2021","06","10",18.5,"",.0,"8",.0,"8",3.0,""
"249180010","PSZCZYNA","2021","06","11",17.9,"",.0,"8",.0,"8",3.3,""
"249180010","PSZCZYNA","2021","06","12",18.2,"",.0,"8",.0,"8",3.7,""
"249180010","PSZCZYNA","2021","06","13",16.2,"",.0,"8",.0,"8",6.7,""
"249180010","PSZCZYNA","2021","06","14",14.6,"",.0,"8",.0,"8",1.7,""
"249180010","PSZCZYNA","2021","06","15",18.0,"",.0,"8",.0,"8",2.3,""
"249180010","PSZCZYNA","2021","06","16",21.2,"",.0,"8",.0,"8",1.7,""
"249180010","PSZCZYNA","2021","06","17",21.2,"",.0,"8",.0,"8",.7,""
"249180010","PSZCZYNA","2021","06","18",22.7,"",.0,"8",.0,"8",.0,""
"249180010","PSZCZYNA","2021","06","19",23.9,"",.0,"8",.0,"8",.0,""
"249180010","PSZCZYNA","2021","06","20",24.2,"",.0,"8",.0,"8",.0,""
"249180010","PSZCZYNA","2021","06","21",24.5,"",.0,"8",.0,"8",2.7,""
"249180010","PSZCZYNA","2021","06","22",23.4,"",.0,"8",.0,"8",4.0,""
"249180010","PSZCZYNA","2021","06","23",20.9,"",.0,"8",.0,"8",8.0,""
"249180010","PSZCZYNA","2021","06","24",24.4,"",.0,"8",.0,"8",6.3,""
"249180010","PSZCZYNA","2021","06","25",19.7,"",.0,"8",.0,"8",6.7,""
"249180010","PSZCZYNA","2021","06","26",19.3,"",.0,"8",.0,"8",6.0,""
"249180010","PSZCZYNA","2021","06","27",18.8,"",.0,"8",.0,"8",2.3,""
"249180010","PSZCZYNA","2021","06","28",21.2,"",.0,"8",.0,"8",1.7,""
"249180010","PSZCZYNA","2021","06","29",21.8,"",.0,"8",.0,"8",3.0,""
"249180010","PSZCZYNA","2021","06","30",19.9,"",.0,"8",.0,"8",4.0,""
"249180160","BRENNA","2021","06","01",11.1,"",.0,"8",.0,"8",4.0,""
"249180160","BRENNA","2021","06","02",14.6,"",.0,"8",.0,"8",.7,""
"249180160","BRENNA","2021","06","03",15.7,"",.0,"8",.0,"8",1.3,""
"249180160","BRENNA","2021","06","04",15.7,"",.0,"8",.0,"8",2.0,""
"249180160","BRENNA","2021","06","05",17.6,"",.0,"8",.0,"8",6.3,""
"249180160","BRENNA","2021","06","06",16.6,"",.0,"8",.0,"8",1.7,""
"249180160","BRENNA","2021","06","07",18.0,"",.0,"8",.0,"8",2.3,""
"249180160","BRENNA","2021","06","08",19.3,"",.0,"8",.0,"8",.3,""
"249180160","BRENNA","2021","06","09",18.6,"",.0,"8",.0,"8",2.7,""
"249180160","BRENNA","2021","06","10",16.9,"",.0,"8",.0,"8",3.3,""
"249180160","BRENNA","2021","06","11",17.5,"",.0,"8",.0,"8",4.7,""
"249180160","BRENNA","2021","06","12",20.0,"",.0,"8",.0,"8",4.3,""
"249180160","BRENNA","2021","06","13",15.6,"",.0,"8",.0,"8",6.3,""
"249180160","BRENNA","2021","06","14",14.0,"",.0,"8",.0,"8",2.7,""
"249180160","BRENNA","2021","06","15",16.5,"",.0,"8",.0,"8",3.0,""
"249180160","BRENNA","2021","06","16",20.6,"",.0,"8",.0,"8",2.0,""
"249180160","BRENNA","2021","06","17",21.8,"",.0,"8",.0,"8",1.3,""
"249180160","BRENNA","2021","06","18",23.9,"",.0,"8",.0,"8",2.3,""
"249180160","BRENNA","2021","06","19",22.9,"",.0,"8",.0,"8",1.3,""
"249180160","BRENNA","2021","06","20",23.7,"",.0,"8",.0,"8",1.7,""
"249180160","BRENNA","2021","06","21",24.1,"",.0,"8",.0,"8",3.3,""
"249180160","BRENNA","2021","06","22",23.6,"",.0,"8",.0,"8",5.3,""
"249180160","BRENNA","2021","06","23",21.6,"",.0,"8",.0,"8",8.0,""
"249180160","BRENNA","2021","06","24",22.5,"",.0,"8",.0,"8",7.0,""
"249180160","BRENNA","2021","06","25",19.7,"",.0,"8",.0,"8",6.7,""
"249180160","BRENNA","2021","06","26",18.9,"",.0,"8",.0,"8",6.0,""
"249180160","BRENNA","2021","06","27",18.4,"",.0,"8",.0,"8",4.0,""
"249180160","BRENNA","2021","06","28",20.6,"",.0,"8",.0,"8",1.0,""
"249180160","BRENNA","2021","06","29",22.8,"",.0,"8",.0,"8",3.7,""
"249180160","BRENNA","2021","06","30",21.1,"",.0,"8",.0,"8",3.0,""
"249190480","LALIKI","2021","06","01",9.5,"",.0,"8",.0,"8",3.7,""
"249190480","LALIKI","2021","06","02",12.2,"",.0,"8",.0,"8",.3,""
"249190480","LALIKI","2021","06","03",14.1,"",.0,"8",.0,"8",.3,""
"249190480","LALIKI","2021","06","04",16.0,"",.0,"8",.0,"8",.7,""
"249190480","LALIKI","2021","06","05",15.0,"",.0,"8",.0,"8",6.7,""
"249190480","LALIKI","2021","06","06",15.4,"",.0,"8",.0,"8",.7,""
"249190480","LALIKI","2021","06","07",16.0,"",.0,"8",.0,"8",2.0,""
"249190480","LALIKI","2021","06","08",16.2,"",.0,"8",.0,"8",1.0,""
"249190480","LALIKI","2021","06","09",16.2,"",.0,"8",.0,"8",3.7,""
"249190480","LALIKI","2021","06","10",15.3,"",.0,"8",.0,"8",3.3,""
"249190480","LALIKI","2021","06","11",16.1,"",.0,"8",.0,"8",4.7,""
"249190480","LALIKI","2021","06","12",15.9,"",.0,"8",.0,"8",4.7,""
"249190480","LALIKI","2021","06","13",11.0,"",.0,"8",.0,"8",7.0,""
"249190480","LALIKI","2021","06","14",12.6,"",.0,"8",.0,"8",5.3,""
